Item_ID,Weight,Value
1,103,2592
2,436,2697
3,861,3959
4,271,575
5,107,1911
6,72,3605
7,701,670
8,21,4365
9,615,1284
10,122,924
11,467,1126
12,215,1530
13,331,1595
14,459,247
15,88,3712
16,373,1561
17,100,2401
18,872,2244
19,664,3865
20,131,1940
21,662,3070
22,309,227
23,770,3548
24,344,265
25,492,1396
26,414,3558
27,806,646
28,386,2991
29,192,1900
30,956,2505
31,277,2773
32,161,1155
33,460,588
34,314,4572
35,22,1822
36,253,986
37,748,4080
38,857,3349
39,561,3832
40,475,1242
41,59,190
42,511,981
43,682,1699
44,476,1716
45,700,2594
46,976,4137
47,783,4434
48,190,1099
49,958,2327
50,687,3248
51,958,896
52,563,1675
53,876,2910
54,567,931
55,244,4385
56,832,724
57,505,2941
58,131,1090
59,485,4579
60,819,936
61,647,2296
62,21,156
63,841,1071
64,167,1959
65,274,2502
66,388,4220
67,601,3831
68,316,855
69,14,640
70,242,2239
71,777,1603
72,346,442
73,565,4629
74,898,1337
75,340,3701
76,92,949
77,367,3374
78,956,460
79,455,4647
80,428,393
81,509,3939
82,776,1788
83,943,4941
84,35,2258
85,206,1139
86,81,3809
87,932,4742
88,562,2455
89,872,1467
90,388,3675
91,2,1378
92,390,2598
93,566,142
94,106,2660
95,772,4597
96,822,840
97,477,3619
98,703,3918
99,402,596
100,730,1905
101,556,281
102,162,424
103,202,4366
104,958,4250
105,996,1751
106,270,4758
107,863,1968
108,816,4089
109,271,4179
110,456,2947
111,462,1450
112,727,2332
113,252,2221
114,702,3790
115,296,2811
116,725,4729
117,720,1532
118,749,4883
119,338,2991
120,879,4494
121,53,1144
122,792,934
123,922,1461
124,217,2724
125,764,2513
126,188,286
127,380,265
128,493,2368
129,41,3448
130,157,4917
131,15,1763
132,813,3049
133,65,2382
134,857,2270
135,839,41
136,521,68
137,344,988
138,129,4009
139,648,3199
140,472,4791
141,63,2525
142,139,1086
143,499,2480
144,593,1694
145,392,2316
146,675,779
147,419,4590
148,289,1586
149,379,1493
150,773,661
151,490,1349
152,231,1300
153,41,3941
154,28,1987
155,135,2045
156,201,3517
157,840,1059
158,780,977
159,930,4578
160,33,728
161,48,2528
162,503,3137
163,407,343
164,574,1448
