Item_ID,Weight,Value
1,103,4136
2,436,2977
3,861,2268
4,271,3201
5,107,613
6,72,688
7,701,3691
8,21,613
9,615,2308
10,122,3014
11,467,1782
12,215,2592
13,331,2697
14,459,3959
15,88,575
16,373,1911
17,100,3605
18,872,670
19,664,4365
20,131,1284
21,662,924
22,309,1126
23,770,1530
24,344,1595
25,492,247
26,414,3712
27,806,1561
28,386,2401
29,192,2244
30,956,3865
31,277,1940
32,161,3070
33,460,227
34,314,3548
35,22,265
36,253,1396
37,748,3558
38,857,646
39,561,2991
40,475,1900
41,59,2505
42,511,2773
43,682,1155
44,476,588
45,700,4572
46,976,1822
47,783,986
48,190,4080
49,958,3349
50,687,3832
51,958,1242
52,563,190
53,876,981
54,567,1699
55,244,1716
56,832,2594
57,505,4137
58,131,4434
59,485,1099
60,819,2327
61,647,3248
62,21,896
63,841,1675
64,167,2910
65,274,931
66,388,4385
67,601,724
68,316,2941
69,14,1090
70,242,4579
71,777,936
72,346,2296
73,565,156
74,898,1071
75,340,1959
76,92,2502
77,367,4220
78,956,3831
79,455,855
80,428,640
81,509,2239
82,776,1603
83,943,442
84,35,4629
85,206,1337
86,81,3701
87,932,949
88,562,3374
89,872,460
90,388,4647
91,2,393
92,390,3939
93,566,1788
94,106,4941
95,772,2258
96,822,1139
97,477,3809
98,703,4742
99,402,2455
100,730,1467
101,556,3675
102,162,1378
103,202,2598
104,958,142
105,996,2660
106,270,4597
107,863,840
108,816,3619
109,271,3918
110,456,596
111,462,1905
112,727,281
113,252,424
114,702,4366
115,296,4250
116,725,1751
117,720,4758
118,749,1968
119,338,4089
120,879,4179
121,53,2947
122,792,1450
123,922,2332
124,217,2221
125,764,3790
126,188,2811
127,380,4729
128,493,1532
129,41,4883
130,157,2991
131,15,4494
132,813,1144
133,65,934
134,857,1461
135,839,2724
136,521,2513
137,344,286
138,129,265
139,648,2368
140,472,3448
141,63,4917
142,139,1763
143,499,3049
144,593,2382
145,392,2270
146,675,41
147,419,68
148,289,988
149,379,4009
150,773,3199
151,490,4791
152,231,2525
153,41,1086
154,28,2480
155,135,1694
156,201,2316
157,840,779
158,780,4590
159,930,1586
160,33,1493
161,48,661
162,503,1349
163,407,1300
164,574,3941
165,728,1987
166,805,2045
167,99,3517
168,684,1059
169,872,977
170,726,4578
171,987,728
172,547,2528
173,961,3137
174,739,343
175,613,1448
176,943,2380
177,462,3660
178,643,527
179,769,1897
180,5,4755
181,218,2074
182,503,4916
183,767,406
184,398,1574
185,871,4601
186,795,3741
187,393,4275
188,207,4228
189,15,1847
190,858,1479
191,554,2396
192,892,772
193,461,579
194,691,2902
195,575,194
196,864,2008
197,743,1186
198,241,2395
199,564,2999
200,96,1793
201,900,1111
202,734,4006
203,485,2262
204,407,3737
205,231,3794
206,749,1937
207,655,4876
208,171,4358
209,541,730
210,36,4379
211,525,3452
212,160,4458
213,839,4537
214,699,2141
215,243,1645
216,86,2801
217,796,4963
218,578,142
219,682,1456
220,557,4797
221,574,2097
222,953,1326
223,646,4977
224,796,1214
225,28,1160
226,620,4651
227,556,4500
228,340,4988
229,798,4698
230,958,341
231,331,3829
232,640,1969
233,506,704
234,348,4414
