Item_ID,Weight,Value
1,103,1015
2,436,1800
3,861,4613
4,271,1519
5,107,4182
6,72,1199
7,701,3874
8,21,2475
9,615,3486
10,122,4050
11,467,3720
12,215,303
13,331,3953
14,459,4684
15,88,987
16,373,1864
17,100,4441
18,872,4910
19,664,3073
20,131,3125
21,662,1328
22,309,2409
23,770,3674
24,344,3292
25,492,4034
26,414,704
27,806,575
28,386,3233
29,192,4784
30,956,2633
31,277,3829
32,161,3231
33,460,489
34,314,1348
35,22,3682
36,253,3174
37,748,4590
38,857,1668
39,561,1638
40,475,4115
41,59,3554
42,511,1001
43,682,851
44,476,1389
45,700,3713
46,976,1368
47,783,822
48,190,455
49,958,1625
50,687,2773
51,958,3727
52,563,3148
53,876,4090
54,567,4807
55,244,2191
56,832,917
57,505,3987
58,131,2876
59,485,1441
60,819,4401
61,647,736
62,21,3569
63,841,3339
64,167,3016
65,274,2890
66,388,962
67,601,2990
68,316,3849
69,14,1027
70,242,3866
71,777,2864
72,346,2502
73,565,1948
74,898,1178
75,340,4761
76,92,12
77,367,4400
78,956,3365
79,455,3023
80,428,3372
81,509,2831
82,776,43
83,943,944
84,35,2391
85,206,2546
86,81,2412
87,932,4987
88,562,1005
89,872,21
90,388,407
91,2,1015
92,390,4432
93,566,1839
94,106,3189
95,772,715
96,822,4147
97,477,3855
98,703,4420
99,402,4885
100,730,141
101,556,4566
102,162,4883
103,202,964
104,958,373
105,996,3636
106,270,2542
107,863,3611
108,816,1693
109,271,106
110,456,1682
111,462,4098
112,727,4017
113,252,2637
114,702,2138
115,296,3417
116,725,4446
117,720,3531
118,749,1287
119,338,3180
120,879,3655
121,53,2360
122,792,445
123,922,36
124,217,1476
125,764,3958
126,188,1799
127,380,1846
128,493,1409
129,41,1709
130,157,2939
131,15,1301
132,813,1244
133,65,3977
134,857,3098
135,839,4617
136,521,10
137,344,2426
138,129,1661
139,648,2632
140,472,4816
141,63,1073
142,139,3226
143,499,4955
144,593,1317
145,392,4146
146,675,3684
147,419,3274
148,289,146
149,379,3041
150,773,1463
151,490,4677
152,231,1585
153,41,483
154,28,3180
155,135,1250
156,201,4769
157,840,631
158,780,662
159,930,3504
160,33,2853
161,48,2467
162,503,988
163,407,1547
164,574,650
165,728,969
166,805,2638
167,99,1101
168,684,441
169,872,770
170,726,1344
171,987,4359
172,547,3730
173,961,3907
174,739,1578
175,613,4009
176,943,3352
177,462,4796
178,643,2350
179,769,3603
180,5,1242
181,218,1126
182,503,2602
183,767,1191
184,398,4132
185,871,4840
186,795,4449
187,393,73
188,207,1915
189,15,2473
190,858,3047
191,554,708
192,892,1805
193,461,3714
194,691,2565
195,575,2476
196,864,3611
197,743,4256
198,241,2824
199,564,1736
200,96,1586
201,900,67
202,734,3062
203,485,2429
204,407,4154
205,231,342
206,749,2775
207,655,2818
208,171,2662
209,541,1233
210,36,3875
211,525,2402
212,160,1495
213,839,4212
214,699,662
215,243,3884
216,86,3620
217,796,1869
218,578,2335
219,682,3375
220,557,1017
221,574,4407
222,953,208
223,646,2666
224,796,2494
225,28,633
226,620,2103
227,556,2960
228,340,3084
229,798,4753
230,958,1932
231,331,3720
232,640,2563
233,506,1680
234,348,237
235,473,4444
236,231,4726
237,190,1541
238,225,3944
239,385,364
240,377,2369
241,283,286
242,958,149
243,633,4038
244,628,4552
245,973,1767
246,745,4896
247,259,1013
248,359,2832
249,710,2508
250,456,1524
251,411,2786
252,649,2557
253,318,3726
254,677,4577
255,225,1602
256,819,2409
257,234,341
258,684,2818
259,664,2497
260,975,4931
261,827,1726
262,374,1690
263,672,3268
264,608,4407
265,472,262
266,233,1443
267,692,406
268,113,2191
269,830,4438
270,497,244
271,442,4586
272,564,4108
273,268,561
274,510,4138
275,807,2726
276,386,594
277,387,1827
278,113,3230
279,613,3288
280,625,4074
281,952,134
282,81,3139
283,699,3920
284,113,73
285,2,4495
286,642,4226
287,220,2979
288,566,4362
289,855,1986
290,997,793
291,736,4260
292,225,95
293,385,1134
294,403,4918
295,638,238
296,130,2947
297,53,2531
298,684,1961
299,730,1049
300,672,2530
301,710,2965
302,416,964
303,247,537
304,836,4224
305,439,3680
306,203,4188
307,184,3725
308,123,543
309,401,846
310,767,3604
311,294,3037
312,280,2495
313,837,4486
314,884,2720
315,610,1885
316,198,4139
317,982,4350
318,907,3202
319,511,2711
320,752,1954
321,144,4738
322,609,3851
323,201,690
324,124,1951
325,187,457
326,326,2131
327,464,3977
328,349,4245
329,771,1180
330,660,4286
331,764,3566
332,955,883
333,932,400
334,403,609
335,346,1639
336,963,2149
337,511,1383
338,147,1404
339,148,820
340,864,3293
341,711,820
342,820,420
343,489,4220
344,929,4518
345,936,3303
346,640,1509
347,551,768
348,338,2045
349,872,2140
350,641,3030
351,779,1550
352,988,1765
353,953,2646
354,473,3717
355,946,4606
356,151,4482
357,415,2294
358,990,4838
359,298,2709
360,611,901
361,263,3085
362,764,2010
363,144,242
364,346,2386
365,624,4269
366,572,672
367,881,164
368,2,465
369,897,3043
370,304,4593
371,254,4796
372,652,2443
373,453,4799
374,37,2356
375,160,4279
376,9,4725
377,233,2558
378,99,546
379,659,4720
380,816,3836
381,208,594
382,131,4840
383,404,3805
384,152,1460
385,54,3494
386,120,2602
387,673,2445
388,920,2673
389,628,4201
390,587,17
391,625,3192
392,968,393
393,420,425
394,422,572
395,104,3632
396,852,1121
397,254,242
398,227,3898
399,112,4096
400,510,2280
401,473,789
402,99,715
403,153,4855
404,861,2850
405,914,776
406,896,4027
407,878,2248
408,338,79
409,706,3927
410,822,856
411,163,2149
412,720,1032
413,957,4941
414,681,3272
415,996,3577
416,161,4183
417,580,3457
418,801,3507
419,398,408
420,277,2712
421,816,3089
422,916,1669
423,504,148
424,896,4328
425,392,3898
426,135,1951
427,195,366
428,401,1675
429,640,4532
430,33,4495
431,688,2547
432,460,563
433,955,3563
434,883,2490
435,470,773
436,375,2038
437,22,3424
438,750,2568
439,670,1574
440,38,3695
441,230,3292
442,365,1247
443,563,3720
444,438,3840
445,776,360
446,283,2377
447,27,3010
448,226,2994
449,277,963
450,798,3633
451,609,1828
452,284,1614
453,879,1641
454,960,2217
455,481,4313
456,453,378
457,829,4215
458,816,4286
459,659,370
460,516,2197
461,547,3748
462,192,652
463,49,770
464,512,2422
465,17,781
466,172,1717
467,220,3984
468,158,1312
469,477,3360
470,46,523
471,373,522
472,518,4879
473,99,2321
474,892,936
475,745,2231
476,37,4041
477,280,4584
478,349,4942
479,497,3698
480,302,2838
481,181,4084
482,607,2462
483,99,3244
484,700,3360
485,993,686
486,116,2161
487,191,3989
488,253,4067
489,981,1568
490,928,39
491,983,2545
492,161,4876
493,256,1257
494,323,2991
495,128,2197
496,18,3469
497,793,2709
498,735,302
499,566,647
500,570,4759
501,323,1760
502,872,4352
503,686,598
504,792,662
505,626,4331
506,288,1369
507,943,2582
508,854,3869
509,663,3538
510,962,4866
511,639,4309
512,155,4559
513,490,283
514,386,3679
515,986,1487
516,785,4083
517,104,4184
518,929,461
519,393,2326
520,811,3755
521,246,2469
522,176,1725
523,39,1377
524,477,2744
525,682,515
526,759,703
527,538,1654
528,867,2067
529,818,23
530,921,2461
531,408,1305
532,525,3301
533,828,362
534,506,3728
535,903,1285
536,825,515
537,36,449
538,685,1856
539,20,4970
540,321,3563
541,776,2521
542,512,3082
543,400,1429
544,654,3968
545,972,923
546,883,3138
547,471,2160
548,143,2548
549,92,2980
550,354,2282
551,834,2650
552,800,314
553,727,2614
554,959,3084
555,854,2257
556,51,1038
557,665,3490
558,698,2635
559,575,3984
560,190,1779
561,125,3896
562,150,1125
563,314,698
564,570,2180
565,342,1405
566,305,1044
567,692,1930
