Item_ID,Weight,Value
1,103,805
2,436,1280
3,861,3578
4,271,2902
5,107,1388
6,72,4689
7,701,2762
8,21,2680
9,615,2107
10,122,4224
11,467,4832
12,215,2769
13,331,3954
14,459,3187
15,88,3281
16,373,2574
17,100,4617
18,872,2600
19,664,4034
20,131,237
21,662,1305
22,309,3431
23,770,1302
24,344,2542
25,492,2052
26,414,442
27,806,2077
28,386,3181
29,192,2658
30,956,3799
31,277,805
32,161,75
33,460,2176
34,314,3925
35,22,2090
36,253,41
37,748,2082
38,857,4684
39,561,1623
40,475,342
41,59,4053
42,511,2075
43,682,646
44,476,4827
45,700,4264
46,976,610
47,783,455
48,190,2954
49,958,1709
50,687,3473
51,958,2970
52,563,3029
53,876,4798
54,567,2682
55,244,3630
56,832,4226
57,505,3068
58,131,1387
59,485,3777
60,819,2867
61,647,4789
62,21,3364
63,841,4890
64,167,4125
65,274,149
66,388,3851
67,601,2059
68,316,1137
69,14,187
70,242,2855
71,777,1251
72,346,1334
73,565,4194
74,898,4151
75,340,2712
76,92,4854
77,367,4502
78,956,1786
79,455,751
80,428,1763
81,509,3921
82,776,4461
83,943,482
84,35,154
85,206,1525
86,81,2121
87,932,2344
88,562,1241
89,872,61
90,388,939
91,2,1640
92,390,4121
93,566,4227
94,106,3570
95,772,1253
96,822,4204
97,477,172
98,703,1459
99,402,3550
100,730,4198
101,556,2323
102,162,1637
103,202,3116
104,958,4091
105,996,3005
106,270,330
107,863,3641
108,816,3895
109,271,4108
110,456,1342
111,462,3664
112,727,216
113,252,339
114,702,4063
115,296,2709
116,725,3153
117,720,1751
118,749,2422
119,338,710
120,879,3727
121,53,3643
122,792,3994
123,922,489
124,217,47
125,764,3360
126,188,4874
127,380,4807
128,493,401
129,41,3991
130,157,3158
131,15,4346
132,813,391
133,65,3854
134,857,4431
135,839,629
136,521,4233
137,344,2931
138,129,1522
139,648,827
140,472,4823
141,63,1501
142,139,3295
143,499,2420
144,593,935
145,392,3043
146,675,4498
147,419,1467
148,289,3562
149,379,615
150,773,1183
151,490,3224
152,231,2668
153,41,131
154,28,2984
155,135,4279
156,201,4460
157,840,39
158,780,3960
159,930,3588
160,33,921
161,48,2770
162,503,4112
163,407,493
164,574,1132
165,728,3522
166,805,311
167,99,739
168,684,3242
169,872,546
170,726,2462
171,987,4347
172,547,4855
173,961,1805
174,739,3213
175,613,3811
176,943,814
177,462,4125
178,643,2033
179,769,4573
180,5,4414
181,218,245
182,503,4844
183,767,4793
184,398,272
185,871,3512
186,795,1772
187,393,1263
188,207,2425
189,15,4362
190,858,921
191,554,3431
192,892,4436
193,461,4485
194,691,2625
195,575,3761
196,864,2051
197,743,3501
198,241,1166
199,564,376
200,96,2034
201,900,146
202,734,4389
203,485,432
204,407,705
205,231,2633
206,749,4495
207,655,964
208,171,2235
209,541,2042
210,36,1829
211,525,2109
212,160,4069
213,839,939
214,699,4806
215,243,807
216,86,1464
217,796,3416
218,578,11
219,682,1869
220,557,4868
221,574,885
222,953,3565
223,646,1390
224,796,3402
225,28,4322
226,620,825
227,556,2266
228,340,937
229,798,2801
230,958,2554
231,331,3846
232,640,1797
233,506,54
234,348,727
235,473,2737
236,231,3171
237,190,1914
238,225,1597
239,385,1915
240,377,2467
241,283,2738
