Item_ID,Weight,Value
1,103,257
2,436,3748
3,861,4643
4,271,2242
5,107,3176
6,72,3607
7,701,3337
8,21,4898
9,615,414
10,122,2015
11,467,1382
12,215,1099
13,331,3427
14,459,3656
15,88,910
16,373,188
17,100,4045
18,872,3757
19,664,2016
20,131,2093
21,662,3645
22,309,2131
23,770,358
24,344,2423
25,492,4258
26,414,4546
27,806,1498
28,386,2159
29,192,2556
30,956,2343
31,277,2952
32,161,1239
33,460,974
34,314,4728
35,22,3966
36,253,1051
37,748,3702
38,857,2781
39,561,1589
40,475,3879
41,59,2369
42,511,437
43,682,2829
44,476,1557
45,700,3859
46,976,1305
47,783,2385
48,190,183
49,958,1590
50,687,1588
51,958,660
52,563,160
53,876,3954
54,567,1012
55,244,53
56,832,2308
57,505,1229
58,131,1036
59,485,3703
60,819,4046
61,647,4946
62,21,4450
63,841,1265
64,167,1885
65,274,1810
66,388,3168
67,601,3798
68,316,2342
69,14,3415
70,242,818
71,777,2438
72,346,889
73,565,668
74,898,4729
75,340,2625
76,92,4233
77,367,4524
78,956,819
79,455,2189
80,428,1107
81,509,2225
82,776,198
83,943,2672
84,35,3493
85,206,2449
86,81,471
87,932,1949
88,562,3900
89,872,2011
90,388,3801
91,2,4119
92,390,3797
93,566,3989
94,106,235
95,772,929
96,822,3608
97,477,523
98,703,3524
99,402,4527
100,730,4889
101,556,1630
102,162,4629
103,202,1317
104,958,2858
105,996,1125
106,270,2588
107,863,1024
108,816,1379
109,271,3375
110,456,1520
111,462,227
112,727,4969
113,252,892
114,702,4073
115,296,2258
116,725,2789
117,720,397
118,749,2079
119,338,4745
120,879,4425
121,53,3238
122,792,3894
123,922,2006
124,217,2017
125,764,3172
126,188,2669
127,380,1879
128,493,1197
129,41,1773
130,157,162
131,15,3977
132,813,1752
133,65,776
134,857,940
135,839,3221
136,521,540
137,344,4918
138,129,1462
139,648,356
140,472,3605
141,63,3324
142,139,235
143,499,1549
144,593,2097
145,392,4214
146,675,2102
147,419,1674
148,289,2101
149,379,3658
150,773,4654
151,490,3597
152,231,3749
153,41,3174
154,28,1816
155,135,3842
156,201,2006
157,840,4494
158,780,675
159,930,387
160,33,2159
161,48,2662
162,503,2065
163,407,3852
164,574,3254
165,728,4980
166,805,4637
167,99,4267
168,684,740
169,872,1402
170,726,3260
171,987,2278
172,547,3905
173,961,3924
174,739,4215
175,613,3228
176,943,2832
177,462,3759
178,643,2513
179,769,2152
180,5,3676
181,218,2746
182,503,3867
183,767,3765
184,398,2223
185,871,2793
186,795,1698
187,393,3463
188,207,4064
189,15,1525
190,858,4761
191,554,33
192,892,4026
193,461,2567
194,691,2804
195,575,3897
196,864,3710
197,743,720
198,241,4580
199,564,973
200,96,3719
201,900,4403
202,734,4553
203,485,2208
204,407,4427
205,231,4321
206,749,3031
207,655,3576
208,171,3117
209,541,3286
210,36,644
211,525,4712
212,160,195
213,839,3997
214,699,489
215,243,2205
216,86,2658
217,796,3277
218,578,1103
219,682,1242
220,557,516
221,574,393
222,953,631
223,646,3717
224,796,1848
225,28,2656
226,620,980
227,556,4530
228,340,3403
229,798,3872
230,958,278
231,331,233
232,640,1553
233,506,3271
234,348,2410
235,473,3513
236,231,26
237,190,461
238,225,3765
239,385,3432
240,377,3484
241,283,1995
242,958,491
243,633,1073
244,628,3174
245,973,216
246,745,1724
247,259,1593
248,359,2607
249,710,159
250,456,4782
251,411,3314
252,649,2842
253,318,1777
254,677,2053
255,225,2296
256,819,1697
257,234,2994
258,684,2470
259,664,1947
260,975,3810
261,827,2784
262,374,3645
263,672,2501
264,608,3646
265,472,2646
266,233,2350
267,692,1933
268,113,3295
269,830,1758
270,497,1117
271,442,2568
272,564,3500
273,268,493
274,510,3307
275,807,620
276,386,3233
277,387,3824
278,113,2381
279,613,1547
280,625,4959
281,952,3564
282,81,1606
283,699,3753
284,113,4676
285,2,1891
286,642,1276
287,220,2744
288,566,2494
289,855,357
290,997,870
291,736,886
292,225,2002
293,385,1284
294,403,620
295,638,883
296,130,797
297,53,3643
298,684,3426
299,730,1297
300,672,4715
301,710,245
302,416,2896
303,247,930
304,836,520
305,439,3213
306,203,2410
307,184,8
308,123,2526
309,401,3424
310,767,2020
311,294,4591
312,280,4283
313,837,3668
314,884,3672
315,610,2802
316,198,86
317,982,3116
318,907,4233
319,511,2469
320,752,3620
321,144,1637
322,609,3584
323,201,4010
324,124,3327
325,187,2219
326,326,2218
327,464,4968
328,349,2370
329,771,3639
330,660,2504
331,764,944
332,955,2838
333,932,2661
334,403,2937
335,346,4445
336,963,3948
337,511,1677
338,147,1197
339,148,4106
340,864,2788
341,711,1462
342,820,3319
343,489,667
344,929,2177
345,936,3744
346,640,601
347,551,2653
348,338,4423
349,872,3825
350,641,3907
351,779,980
352,988,2452
353,953,629
354,473,1630
355,946,3697
356,151,3431
357,415,3675
358,990,3930
359,298,2766
360,611,4370
361,263,4781
362,764,116
363,144,4957
364,346,2004
365,624,693
366,572,3163
367,881,1106
368,2,3009
369,897,2162
370,304,154
371,254,3700
372,652,4411
373,453,3787
374,37,1065
375,160,4201
376,9,1914
377,233,1217
378,99,2402
379,659,1773
380,816,1961
381,208,2781
382,131,4805
383,404,4747
384,152,2872
385,54,661
386,120,2636
387,673,2330
388,920,3955
389,628,2451
