Item_ID,Weight,Value
1,103,3638
2,436,2954
3,861,2368
4,271,4222
5,107,277
6,72,2000
7,701,1228
8,21,3753
9,615,3736
10,122,696
11,467,1310
12,215,4153
13,331,3235
14,459,4115
15,88,2312
16,373,2842
17,100,4209
18,872,3560
19,664,3399
20,131,542
21,662,2695
22,309,4675
23,770,1089
24,344,3364
25,492,25
26,414,1573
27,806,2959
28,386,4237
29,192,1768
30,956,4744
31,277,2236
32,161,201
33,460,3199
34,314,257
35,22,3748
36,253,4643
37,748,2242
38,857,3176
39,561,3607
40,475,3337
41,59,4898
42,511,414
43,682,2015
44,476,1382
45,700,1099
46,976,3427
47,783,3656
48,190,910
49,958,188
50,687,4045
51,958,3757
52,563,2016
53,876,2093
54,567,3645
55,244,2131
56,832,358
57,505,2423
58,131,4258
59,485,4546
60,819,1498
61,647,2159
62,21,2556
63,841,2343
64,167,2952
65,274,1239
66,388,974
67,601,4728
68,316,3966
69,14,1051
70,242,3702
71,777,2781
72,346,1589
73,565,3879
74,898,2369
75,340,437
76,92,2829
77,367,1557
78,956,3859
79,455,1305
80,428,2385
81,509,183
82,776,1590
83,943,1588
84,35,660
85,206,160
86,81,3954
87,932,1012
88,562,53
89,872,2308
90,388,1229
91,2,1036
92,390,3703
93,566,4046
94,106,4946
95,772,4450
96,822,1265
97,477,1885
98,703,1810
99,402,3168
100,730,3798
101,556,2342
102,162,3415
103,202,818
104,958,2438
105,996,889
106,270,668
107,863,4729
108,816,2625
109,271,4233
110,456,4524
111,462,819
112,727,2189
113,252,1107
114,702,2225
115,296,198
116,725,2672
117,720,3493
118,749,2449
119,338,471
120,879,1949
121,53,3900
122,792,2011
123,922,3801
124,217,4119
125,764,3797
126,188,3989
127,380,235
128,493,929
129,41,3608
130,157,523
131,15,3524
132,813,4527
133,65,4889
134,857,1630
135,839,4629
136,521,1317
137,344,2858
138,129,1125
139,648,2588
140,472,1024
141,63,1379
142,139,3375
143,499,1520
144,593,227
145,392,4969
146,675,892
147,419,4073
148,289,2258
149,379,2789
150,773,397
151,490,2079
152,231,4745
153,41,4425
154,28,3238
155,135,3894
156,201,2006
157,840,2017
158,780,3172
159,930,2669
160,33,1879
161,48,1197
162,503,1773
163,407,162
164,574,3977
165,728,1752
166,805,776
167,99,940
168,684,3221
169,872,540
170,726,4918
171,987,1462
172,547,356
173,961,3605
174,739,3324
175,613,235
176,943,1549
177,462,2097
178,643,4214
179,769,2102
180,5,1674
181,218,2101
182,503,3658
183,767,4654
184,398,3597
185,871,3749
186,795,3174
187,393,1816
188,207,3842
189,15,2006
190,858,4494
191,554,675
192,892,387
193,461,2159
194,691,2662
195,575,2065
196,864,3852
197,743,3254
198,241,4980
199,564,4637
200,96,4267
201,900,740
202,734,1402
203,485,3260
204,407,2278
205,231,3905
206,749,3924
207,655,4215
208,171,3228
209,541,2832
210,36,3759
211,525,2513
212,160,2152
213,839,3676
214,699,2746
215,243,3867
216,86,3765
217,796,2223
218,578,2793
219,682,1698
220,557,3463
221,574,4064
222,953,1525
223,646,4761
224,796,33
225,28,4026
226,620,2567
227,556,2804
228,340,3897
229,798,3710
230,958,720
231,331,4580
232,640,973
233,506,3719
234,348,4403
235,473,4553
236,231,2208
237,190,4427
238,225,4321
239,385,3031
240,377,3576
241,283,3117
242,958,3286
243,633,644
244,628,4712
245,973,195
246,745,3997
247,259,489
248,359,2205
249,710,2658
250,456,3277
251,411,1103
252,649,1242
253,318,516
254,677,393
255,225,631
256,819,3717
257,234,1848
258,684,2656
259,664,980
260,975,4530
261,827,3403
262,374,3872
263,672,278
264,608,233
265,472,1553
266,233,3271
267,692,2410
268,113,3513
269,830,26
270,497,461
271,442,3765
272,564,3432
273,268,3484
274,510,1995
275,807,491
276,386,1073
