Item_ID,Weight,Value
1,103,4226
2,436,95
3,861,2675
4,271,1956
5,107,794
6,72,1835
7,701,2117
8,21,4107
9,615,3326
10,122,2920
11,467,2598
12,215,3206
13,331,4808
14,459,815
15,88,346
16,373,2350
17,100,363
18,872,2444
19,664,2266
20,131,2189
21,662,3006
22,309,3282
23,770,985
24,344,1640
25,492,828
26,414,2731
27,806,3532
28,386,4452
29,192,2936
30,956,3877
31,277,127
32,161,3178
33,460,3057
34,314,604
35,22,3450
36,253,4147
37,748,3534
38,857,3368
39,561,3369
40,475,3798
41,59,1793
42,511,2862
43,682,3477
44,476,3418
45,700,1646
46,976,1206
47,783,3031
48,190,2873
49,958,3073
50,687,1855
51,958,4022
52,563,4663
53,876,2709
54,567,3503
55,244,1333
56,832,202
57,505,3508
58,131,4213
59,485,575
60,819,537
61,647,1626
62,21,2123
63,841,386
64,167,3282
65,274,475
66,388,418
67,601,3601
68,316,955
69,14,4972
70,242,4859
71,777,1206
72,346,4760
73,565,4121
74,898,1991
75,340,4806
76,92,3573
77,367,4381
78,956,4159
79,455,4758
80,428,2714
81,509,2204
82,776,3121
83,943,967
84,35,4945
85,206,3433
86,81,689
87,932,4244
88,562,3702
89,872,342
90,388,1725
91,2,4423
92,390,1793
93,566,1760
94,106,3213
95,772,990
96,822,2263
97,477,2483
98,703,952
99,402,723
100,730,3390
101,556,2080
102,162,2718
103,202,2333
104,958,3377
105,996,4525
106,270,1501
107,863,286
108,816,3496
109,271,2066
110,456,769
111,462,3058
112,727,4290
113,252,2162
114,702,3294
115,296,947
116,725,4927
117,720,3336
118,749,4151
119,338,4896
120,879,4874
121,53,1482
122,792,1902
123,922,3452
124,217,4065
125,764,55
126,188,1824
127,380,3463
128,493,3080
129,41,833
130,157,4409
131,15,2807
132,813,2491
133,65,328
134,857,3311
135,839,3301
136,521,3676
137,344,3055
138,129,2144
139,648,1312
140,472,3192
141,63,2539
142,139,3984
143,499,4548
144,593,165
145,392,4278
146,675,823
147,419,944
148,289,4426
149,379,775
150,773,2199
151,490,3157
152,231,4243
153,41,3696
154,28,3453
155,135,915
156,201,1309
157,840,4178
158,780,514
159,930,1921
160,33,3595
161,48,4842
162,503,1410
163,407,4803
164,574,4567
165,728,3191
166,805,4492
167,99,1556
168,684,805
169,872,1280
170,726,3578
171,987,2902
172,547,1388
173,961,4689
174,739,2762
175,613,2680
176,943,2107
177,462,4224
178,643,4832
179,769,2769
180,5,3954
181,218,3187
182,503,3281
183,767,2574
184,398,4617
185,871,2600
186,795,4034
187,393,237
188,207,1305
189,15,3431
190,858,1302
191,554,2542
192,892,2052
193,461,442
194,691,2077
195,575,3181
196,864,2658
197,743,3799
198,241,805
199,564,75
200,96,2176
201,900,3925
202,734,2090
203,485,41
204,407,2082
205,231,4684
206,749,1623
207,655,342
208,171,4053
209,541,2075
210,36,646
211,525,4827
212,160,4264
213,839,610
214,699,455
215,243,2954
216,86,1709
217,796,3473
218,578,2970
219,682,3029
220,557,4798
221,574,2682
222,953,3630
223,646,4226
224,796,3068
225,28,1387
226,620,3777
227,556,2867
228,340,4789
229,798,3364
230,958,4890
231,331,4125
232,640,149
233,506,3851
234,348,2059
235,473,1137
236,231,187
237,190,2855
238,225,1251
239,385,1334
240,377,4194
241,283,4151
242,958,2712
243,633,4854
244,628,4502
245,973,1786
246,745,751
247,259,1763
248,359,3921
249,710,4461
250,456,482
251,411,154
252,649,1525
253,318,2121
254,677,2344
255,225,1241
256,819,61
257,234,939
258,684,1640
259,664,4121
260,975,4227
261,827,3570
262,374,1253
263,672,4204
264,608,172
265,472,1459
266,233,3550
267,692,4198
268,113,2323
269,830,1637
270,497,3116
271,442,4091
272,564,3005
273,268,330
274,510,3641
275,807,3895
276,386,4108
277,387,1342
278,113,3664
279,613,216
280,625,339
281,952,4063
282,81,2709
283,699,3153
284,113,1751
285,2,2422
286,642,710
287,220,3727
288,566,3643
289,855,3994
290,997,489
291,736,47
292,225,3360
293,385,4874
294,403,4807
295,638,401
296,130,3991
297,53,3158
298,684,4346
299,730,391
300,672,3854
301,710,4431
302,416,629
303,247,4233
304,836,2931
305,439,1522
306,203,827
307,184,4823
308,123,1501
309,401,3295
310,767,2420
311,294,935
312,280,3043
313,837,4498
314,884,1467
315,610,3562
316,198,615
317,982,1183
318,907,3224
319,511,2668
320,752,131
321,144,2984
322,609,4279
323,201,4460
324,124,39
325,187,3960
326,326,3588
327,464,921
328,349,2770
329,771,4112
330,660,493
331,764,1132
332,955,3522
333,932,311
334,403,739
335,346,3242
336,963,546
337,511,2462
338,147,4347
339,148,4855
340,864,1805
341,711,3213
342,820,3811
343,489,814
344,929,4125
345,936,2033
346,640,4573
347,551,4414
348,338,245
349,872,4844
350,641,4793
351,779,272
352,988,3512
353,953,1772
354,473,1263
355,946,2425
356,151,4362
357,415,921
358,990,3431
359,298,4436
360,611,4485
361,263,2625
362,764,3761
363,144,2051
364,346,3501
365,624,1166
366,572,376
367,881,2034
368,2,146
369,897,4389
370,304,432
371,254,705
372,652,2633
373,453,4495
374,37,964
375,160,2235
376,9,2042
377,233,1829
378,99,2109
379,659,4069
380,816,939
381,208,4806
382,131,807
383,404,1464
384,152,3416
385,54,11
386,120,1869
387,673,4868
388,920,885
389,628,3565
390,587,1390
391,625,3402
392,968,4322
393,420,825
394,422,2266
395,104,937
396,852,2801
397,254,2554
398,227,3846
399,112,1797
400,510,54
401,473,727
402,99,2737
403,153,3171
404,861,1914
405,914,1597
406,896,1915
407,878,2467
408,338,2738
409,706,850
410,822,2110
411,163,3
412,720,4256
413,957,4070
414,681,4877
415,996,893
416,161,2031
417,580,3161
418,801,2377
419,398,4676
420,277,1934
421,816,1381
422,916,3682
423,504,1291
424,896,1641
425,392,2683
426,135,988
427,195,1219
428,401,1356
429,640,4266
430,33,4617
431,688,4136
432,460,1561
433,955,1419
434,883,955
435,470,984
436,375,975
437,22,4134
438,750,3973
439,670,914
440,38,4550
441,230,37
442,365,3388
443,563,1712
444,438,3021
445,776,796
446,283,4037
447,27,4689
448,226,3112
449,277,1325
450,798,318
451,609,2397
452,284,2163
453,879,2746
454,960,1592
455,481,3112
456,453,3931
457,829,1997
458,816,1313
459,659,1286
460,516,4312
461,547,2384
462,192,3240
463,49,2140
464,512,1705
465,17,363
466,172,2605
467,220,1717
468,158,4452
469,477,4287
470,46,3739
471,373,2470
472,518,4796
473,99,557
474,892,826
475,745,2809
476,37,4522
477,280,2720
478,349,3509
479,497,3742
480,302,1575
481,181,3999
482,607,2130
483,99,2404
484,700,3330
485,993,589
486,116,2013
487,191,1548
488,253,295
489,981,1986
490,928,3118
491,983,1691
492,161,1137
493,256,2065
494,323,4456
495,128,4796
496,18,4544
497,793,4771
498,735,1008
499,566,2515
500,570,3527
501,323,4682
502,872,1248
503,686,3903
504,792,1436
505,626,572
506,288,2383
