Item_ID,Weight,Value
1,103,4179
2,436,2049
3,861,4147
4,271,4781
5,107,717
6,72,4545
7,701,4977
8,21,4584
9,615,1824
10,122,2082
11,467,3420
12,215,1575
13,331,250
14,459,674
15,88,4534
16,373,2166
17,100,771
18,872,3963
19,664,4364
20,131,1985
21,662,1078
22,309,236
23,770,389
24,344,3038
25,492,4859
26,414,1849
27,806,4720
28,386,2815
29,192,3375
30,956,3279
31,277,1253
32,161,3982
33,460,4674
34,314,2123
35,22,4531
36,253,2151
37,748,4860
38,857,1330
39,561,1359
40,475,2483
41,59,4543
42,511,2018
43,682,1332
44,476,4345
45,700,4262
46,976,1359
47,783,4638
48,190,4855
49,958,3178
50,687,2129
51,958,2181
52,563,4893
53,876,138
54,567,3473
55,244,2833
56,832,3580
57,505,3032
58,131,4165
59,485,2594
60,819,4301
61,647,3819
62,21,4139
63,841,3824
64,167,4043
65,274,1907
66,388,761
67,601,3446
68,316,900
69,14,4456
70,242,2948
71,777,1720
72,346,281
73,565,3267
74,898,1888
75,340,3267
76,92,667
77,367,4189
78,956,672
79,455,1970
80,428,4157
81,509,3123
82,776,4700
83,943,4778
84,35,3901
85,206,524
86,81,2394
87,932,3118
88,562,2594
89,872,1969
90,388,1754
91,2,2297
92,390,2262
93,566,2287
94,106,4203
95,772,2879
96,822,4144
97,477,3645
98,703,4433
99,402,2056
100,730,4721
101,556,1277
102,162,2767
103,202,303
104,958,639
105,996,56
106,270,4822
107,863,526
108,816,4570
109,271,4124
110,456,2126
111,462,3288
112,727,365
113,252,4622
114,702,4979
115,296,1647
116,725,919
117,720,2798
118,749,1532
119,338,3346
120,879,1907
121,53,3087
122,792,4581
123,922,2076
124,217,714
125,764,1063
126,188,1977
127,380,1297
128,493,126
129,41,4633
130,157,3597
131,15,3284
132,813,1604
133,65,67
134,857,233
135,839,2157
136,521,1170
137,344,2159
138,129,4207
139,648,1494
140,472,4719
141,63,4008
142,139,2473
143,499,2661
144,593,2740
145,392,1762
146,675,3515
147,419,1976
148,289,2363
149,379,877
150,773,3813
151,490,3449
152,231,1313
153,41,1461
154,28,2710
155,135,2325
156,201,1734
157,840,1606
158,780,2564
159,930,3422
160,33,3518
161,48,2398
162,503,3736
163,407,2871
164,574,1161
165,728,4855
166,805,243
167,99,2591
168,684,1064
169,872,4325
170,726,2596
171,987,920
172,547,6
173,961,468
174,739,4171
175,613,4
176,943,646
177,462,118
178,643,2929
179,769,2552
180,5,4290
181,218,847
182,503,2763
183,767,1142
184,398,1811
185,871,724
186,795,225
187,393,4628
188,207,4209
189,15,4655
190,858,2049
191,554,4750
192,892,4416
193,461,1574
194,691,1829
195,575,1918
196,864,4235
197,743,2027
198,241,3745
199,564,902
200,96,4786
201,900,2040
202,734,10
203,485,261
204,407,1674
205,231,2220
206,749,2061
207,655,3714
208,171,1620
209,541,321
210,36,1343
211,525,2377
212,160,2833
213,839,2825
214,699,1995
215,243,2959
216,86,2039
217,796,3491
218,578,3678
219,682,1119
220,557,1605
221,574,4028
222,953,236
223,646,1970
224,796,4430
225,28,1909
226,620,376
227,556,3531
228,340,2636
229,798,1571
230,958,2561
231,331,3392
232,640,2966
233,506,3644
234,348,3851
235,473,873
236,231,1253
237,190,1315
238,225,4821
239,385,2899
240,377,78
241,283,2622
242,958,4228
243,633,601
244,628,1066
245,973,2137
246,745,2450
247,259,2344
248,359,1864
249,710,1319
250,456,4712
251,411,3598
252,649,3763
253,318,4671
254,677,2191
255,225,993
256,819,2713
257,234,2193
258,684,1249
259,664,3055
260,975,4599
261,827,4034
262,374,1998
263,672,4917
264,608,3688
265,472,2152
266,233,4019
267,692,3111
268,113,1971
269,830,198
270,497,2627
271,442,1203
272,564,2036
273,268,478
274,510,1255
275,807,923
276,386,420
277,387,2205
278,113,2598
279,613,1121
280,625,3069
281,952,951
282,81,2337
283,699,2244
284,113,2646
285,2,1858
286,642,4613
287,220,1866
288,566,2913
289,855,2854
290,997,4911
291,736,3229
292,225,3720
293,385,3229
294,403,2372
295,638,2892
296,130,3757
297,53,4226
298,684,95
299,730,2675
300,672,1956
301,710,794
302,416,1835
303,247,2117
304,836,4107
305,439,3326
306,203,2920
307,184,2598
308,123,3206
309,401,4808
310,767,815
311,294,346
312,280,2350
313,837,363
314,884,2444
315,610,2266
316,198,2189
317,982,3006
318,907,3282
319,511,985
320,752,1640
321,144,828
322,609,2731
323,201,3532
324,124,4452
325,187,2936
326,326,3877
327,464,127
328,349,3178
329,771,3057
330,660,604
331,764,3450
332,955,4147
333,932,3534
334,403,3368
335,346,3369
336,963,3798
337,511,1793
338,147,2862
339,148,3477
340,864,3418
341,711,1646
342,820,1206
343,489,3031
344,929,2873
345,936,3073
346,640,1855
347,551,4022
348,338,4663
349,872,2709
350,641,3503
351,779,1333
352,988,202
353,953,3508
354,473,4213
355,946,575
356,151,537
357,415,1626
358,990,2123
359,298,386
360,611,3282
361,263,475
362,764,418
363,144,3601
364,346,955
365,624,4972
366,572,4859
367,881,1206
368,2,4760
369,897,4121
370,304,1991
371,254,4806
372,652,3573
373,453,4381
374,37,4159
375,160,4758
376,9,2714
377,233,2204
378,99,3121
379,659,967
380,816,4945
381,208,3433
382,131,689
383,404,4244
384,152,3702
385,54,342
386,120,1725
387,673,4423
388,920,1793
389,628,1760
390,587,3213
391,625,990
392,968,2263
393,420,2483
394,422,952
395,104,723
396,852,3390
397,254,2080
398,227,2718
399,112,2333
400,510,3377
401,473,4525
402,99,1501
403,153,286
404,861,3496
405,914,2066
406,896,769
407,878,3058
408,338,4290
409,706,2162
410,822,3294
411,163,947
412,720,4927
413,957,3336
414,681,4151
415,996,4896
416,161,4874
417,580,1482
418,801,1902
419,398,3452
420,277,4065
421,816,55
422,916,1824
423,504,3463
424,896,3080
425,392,833
426,135,4409
427,195,2807
428,401,2491
429,640,328
430,33,3311
431,688,3301
432,460,3676
433,955,3055
434,883,2144
435,470,1312
436,375,3192
437,22,2539
438,750,3984
439,670,4548
440,38,165
441,230,4278
442,365,823
443,563,944
444,438,4426
445,776,775
446,283,2199
447,27,3157
448,226,4243
449,277,3696
450,798,3453
451,609,915
452,284,1309
453,879,4178
454,960,514
455,481,1921
456,453,3595
457,829,4842
458,816,1410
459,659,4803
460,516,4567
461,547,3191
462,192,4492
463,49,1556
464,512,805
465,17,1280
466,172,3578
467,220,2902
468,158,1388
469,477,4689
470,46,2762
471,373,2680
472,518,2107
473,99,4224
474,892,4832
475,745,2769
476,37,3954
477,280,3187
478,349,3281
479,497,2574
480,302,4617
481,181,2600
482,607,4034
483,99,237
484,700,1305
485,993,3431
486,116,1302
487,191,2542
488,253,2052
489,981,442
490,928,2077
491,983,3181
492,161,2658
493,256,3799
494,323,805
495,128,75
496,18,2176
497,793,3925
498,735,2090
499,566,41
500,570,2082
501,323,4684
502,872,1623
503,686,342
504,792,4053
505,626,2075
506,288,646
507,943,4827
508,854,4264
509,663,610
510,962,455
511,639,2954
512,155,1709
513,490,3473
514,386,2970
515,986,3029
516,785,4798
517,104,2682
518,929,3630
519,393,4226
520,811,3068
521,246,1387
522,176,3777
523,39,2867
524,477,4789
525,682,3364
526,759,4890
527,538,4125
528,867,149
529,818,3851
530,921,2059
531,408,1137
532,525,187
533,828,2855
534,506,1251
535,903,1334
536,825,4194
537,36,4151
538,685,2712
539,20,4854
540,321,4502
541,776,1786
542,512,751
543,400,1763
544,654,3921
545,972,4461
546,883,482
547,471,154
548,143,1525
549,92,2121
550,354,2344
551,834,1241
552,800,61
553,727,939
554,959,1640
555,854,4121
556,51,4227
557,665,3570
558,698,1253
559,575,4204
560,190,172
561,125,1459
562,150,3550
563,314,4198
564,570,2323
565,342,1637
566,305,3116
567,692,4091
568,682,3005
569,838,330
570,783,3641
571,54,3895
572,444,4108
573,613,1342
574,993,3664
575,264,216
576,53,339
577,572,4063
578,620,2709
579,5,3153
580,103,1751
581,196,2422
582,774,710
583,877,3727
584,992,3643
585,884,3994
586,350,489
587,47,47
588,867,3360
589,823,4874
590,936,4807
591,820,401
592,656,3991
593,269,3158
594,370,4346
595,636,391
596,106,3854
597,670,4431
598,659,629
599,657,4233
600,120,2931
601,831,1522
602,787,827
603,604,4823
604,58,1501
605,951,3295
606,346,2420
607,741,935
608,474,3043
609,117,4498
610,830,1467
611,791,3562
612,127,615
613,393,1183
614,908,3224
615,641,2668
616,58,131
617,634,2984
618,513,4279
619,751,4460
620,802,39
621,96,3960
622,638,3588
623,118,921
624,560,2770
625,601,4112
626,488,493
627,237,1132
628,885,3522
629,897,311
630,272,739
631,189,3242
632,999,546
633,704,2462
634,447,4347
635,581,4855
636,790,1805
637,861,3213
638,247,3811
639,963,814
640,76,4125
641,154,2033
642,656,4573
643,435,4414
644,997,245
645,86,4844
646,697,4793
647,285,272
648,974,3512
649,220,1772
650,69,1263
651,47,2425
652,94,4362
653,750,921
654,958,3431
655,453,4436
656,204,4485
657,912,2625
658,218,3761
659,474,2051
660,432,3501
661,341,1166
662,551,376
663,612,2034
664,289,146
665,254,4389
666,734,432
667,357,705
668,23,2633
669,762,4495
670,522,964
671,758,2235
672,837,2042
673,100,1829
674,802,2109
675,180,4069
676,223,939
677,906,4806
678,762,807
679,659,1464
680,442,3416
681,608,11
682,769,1869
683,325,4868
684,516,885
685,16,3565
686,792,1390
687,336,3402
688,759,4322
689,258,825
690,497,2266
691,988,937
692,896,2801
693,160,2554
694,475,3846
695,852,1797
696,664,54
697,908,727
698,690,2737
699,675,3171
700,380,1914
701,545,1597
702,929,1915
703,957,2467
704,691,2738
705,427,850
706,613,2110
707,268,3
708,835,4256
709,577,4070
710,417,4877
711,168,893
712,842,2031
713,43,3161
714,556,2377
715,285,4676
716,397,1934
717,12,1381
718,607,3682
719,302,1291
720,898,1641
721,253,2683
722,499,988
723,754,1219
724,35,1356
725,727,4266
726,849,4617
727,90,4136
728,776,1561
729,605,1419
730,922,955
731,970,984
732,602,975
733,418,4134
734,115,3973
735,617,914
736,903,4550
737,196,37
738,826,3388
739,501,1712
740,626,3021
741,493,796
742,75,4037
743,413,4689
744,376,3112
745,420,1325
746,729,318
747,277,2397
748,761,2163
749,676,2746
750,394,1592
751,869,3112
752,457,3931
753,920,1997
754,192,1313
755,739,1286
756,689,4312
757,99,2384
758,548,3240
759,978,2140
760,999,1705
761,96,363
762,664,2605
763,663,1717
764,190,4452
765,736,4287
766,37,3739
767,780,2470
768,369,4796
769,695,557
770,525,826
771,279,2809
772,217,4522
773,867,2720
774,873,3509
775,798,3742
776,273,1575
777,881,3999
778,62,2130
779,596,2404
780,880,3330
781,729,589
782,342,2013
783,397,1548
784,699,295
785,19,1986
786,177,3118
787,612,1691
788,396,1137
789,445,2065
790,233,4456
791,915,4796
792,76,4544
793,265,4771
794,455,1008
795,796,2515
796,718,3527
797,735,4682
798,384,1248
799,564,3903
800,851,1436
801,506,572
802,367,2383
803,144,1246
804,885,2085
805,69,278
806,99,1888
807,396,4580
808,25,1266
809,948,4827
810,891,1041
811,469,918
812,484,886
813,565,2753
814,151,22
815,144,4570
816,569,3192
817,39,2354
818,109,4800
819,693,687
820,42,285
821,186,4812
822,935,3748
823,398,763
824,223,2429
825,634,2508
826,133,29
827,163,907
828,215,3105
829,733,4000
830,235,2995
831,843,2507
832,658,4666
833,751,3610
834,588,3554
835,9,1454
836,74,4834
837,954,3357
838,492,516
839,913,39
840,253,3343
841,230,887
842,519,2845
843,174,2205
844,653,1099
845,168,1824
846,170,3202
847,393,3156
848,946,3094
849,795,3531
850,634,3779
851,194,2897
852,517,3454
853,29,3512
854,165,989
855,422,4117
856,339,4965
857,648,4027
858,496,4180
859,365,1683
860,833,4666
861,342,3964
862,500,934
863,657,3599
864,511,3234
865,327,1981
866,217,1856
867,301,3057
868,132,793
869,804,792
870,70,1810
871,252,2256
872,415,3611
873,787,1608
874,445,985
875,876,3677
876,182,3381
877,167,520
878,91,591
879,714,1051
880,858,3634
881,531,4445
882,39,960
883,126,693
884,451,3900
885,173,4474
886,653,2947
887,754,527
888,220,3225
889,638,2254
890,58,3345
891,660,3966
892,476,1876
893,456,1764
894,829,521
895,895,1017
896,361,117
897,935,2434
898,1,584
899,387,395
900,973,3789
901,348,2769
902,190,4168
903,505,3861
904,191,274
905,508,2014
906,369,4434
907,409,1390
908,824,3567
909,929,4703
910,934,166
911,117,1568
912,134,729
913,58,2044
914,556,4198
915,685,3497
916,672,779
917,173,214
918,829,3763
919,815,1577
920,149,2449
921,80,2937
922,886,3118
923,213,592
924,203,2721
925,764,714
926,229,936
927,676,4338
928,227,2
929,659,2849
930,532,4045
931,441,1950
932,402,918
933,47,3175
934,233,2242
935,305,90
936,526,1710
937,143,2170
938,415,4239
939,513,3042
940,373,106
941,566,887
942,886,428
943,259,1896
944,656,317
945,471,635
946,953,1926
947,971,2057
948,12,3145
949,330,2271
950,736,1440
951,784,553
952,968,716
953,358,3912
954,972,1714
955,408,3390
956,668,1108
957,373,4207
958,8,251
959,122,2431
960,348,2055
961,676,459
962,90,208
963,648,900
964,698,3462
965,316,3386
966,178,22
967,540,410
968,732,895
969,869,515
970,41,4905
971,740,4970
972,704,4110
973,923,2135
974,502,3596
975,959,2957
976,145,1561
977,201,1267
978,929,2170
979,724,3639
980,461,750
981,732,3428
982,752,4781
983,925,1928
984,909,3805
985,558,3703
986,547,2357
