Item_ID,Weight,Value
1,103,2954
2,436,2368
3,861,4222
4,271,277
5,107,2000
6,72,1228
7,701,3753
8,21,3736
9,615,696
10,122,1310
11,467,4153
12,215,3235
13,331,4115
14,459,2312
15,88,2842
16,373,4209
17,100,3560
18,872,3399
19,664,542
20,131,2695
21,662,4675
22,309,1089
23,770,3364
24,344,25
25,492,1573
26,414,2959
27,806,4237
28,386,1768
29,192,4744
30,956,2236
31,277,201
32,161,3199
33,460,257
34,314,3748
35,22,4643
36,253,2242
37,748,3176
38,857,3607
39,561,3337
40,475,4898
41,59,414
42,511,2015
43,682,1382
44,476,1099
45,700,3427
46,976,3656
47,783,910
48,190,188
49,958,4045
50,687,3757
51,958,2016
52,563,2093
53,876,3645
54,567,2131
55,244,358
56,832,2423
57,505,4258
58,131,4546
59,485,1498
60,819,2159
61,647,2556
62,21,2343
63,841,2952
64,167,1239
65,274,974
66,388,4728
67,601,3966
68,316,1051
69,14,3702
70,242,2781
71,777,1589
72,346,3879
73,565,2369
74,898,437
75,340,2829
76,92,1557
77,367,3859
78,956,1305
79,455,2385
80,428,183
81,509,1590
82,776,1588
83,943,660
84,35,160
85,206,3954
86,81,1012
87,932,53
88,562,2308
89,872,1229
90,388,1036
91,2,3703
92,390,4046
93,566,4946
94,106,4450
95,772,1265
96,822,1885
97,477,1810
98,703,3168
99,402,3798
100,730,2342
101,556,3415
102,162,818
103,202,2438
104,958,889
105,996,668
106,270,4729
107,863,2625
108,816,4233
109,271,4524
110,456,819
111,462,2189
112,727,1107
113,252,2225
114,702,198
115,296,2672
116,725,3493
117,720,2449
118,749,471
119,338,1949
120,879,3900
121,53,2011
122,792,3801
123,922,4119
124,217,3797
125,764,3989
126,188,235
127,380,929
128,493,3608
129,41,523
130,157,3524
131,15,4527
132,813,4889
133,65,1630
134,857,4629
135,839,1317
136,521,2858
137,344,1125
138,129,2588
139,648,1024
140,472,1379
141,63,3375
142,139,1520
143,499,227
144,593,4969
145,392,892
146,675,4073
147,419,2258
148,289,2789
149,379,397
150,773,2079
151,490,4745
152,231,4425
153,41,3238
154,28,3894
155,135,2006
156,201,2017
157,840,3172
158,780,2669
159,930,1879
160,33,1197
161,48,1773
162,503,162
163,407,3977
164,574,1752
165,728,776
166,805,940
167,99,3221
168,684,540
169,872,4918
170,726,1462
171,987,356
172,547,3605
173,961,3324
174,739,235
175,613,1549
176,943,2097
177,462,4214
178,643,2102
179,769,1674
180,5,2101
181,218,3658
182,503,4654
183,767,3597
184,398,3749
185,871,3174
186,795,1816
187,393,3842
188,207,2006
189,15,4494
190,858,675
191,554,387
192,892,2159
193,461,2662
194,691,2065
195,575,3852
196,864,3254
197,743,4980
198,241,4637
199,564,4267
200,96,740
201,900,1402
202,734,3260
203,485,2278
204,407,3905
205,231,3924
206,749,4215
207,655,3228
208,171,2832
209,541,3759
210,36,2513
211,525,2152
212,160,3676
213,839,2746
214,699,3867
215,243,3765
216,86,2223
217,796,2793
218,578,1698
219,682,3463
220,557,4064
221,574,1525
222,953,4761
223,646,33
224,796,4026
225,28,2567
226,620,2804
227,556,3897
228,340,3710
229,798,720
230,958,4580
231,331,973
232,640,3719
233,506,4403
234,348,4553
235,473,2208
236,231,4427
237,190,4321
238,225,3031
239,385,3576
240,377,3117
241,283,3286
242,958,644
243,633,4712
244,628,195
245,973,3997
246,745,489
247,259,2205
248,359,2658
249,710,3277
250,456,1103
251,411,1242
252,649,516
253,318,393
254,677,631
255,225,3717
256,819,1848
257,234,2656
258,684,980
259,664,4530
260,975,3403
261,827,3872
262,374,278
263,672,233
264,608,1553
265,472,3271
266,233,2410
267,692,3513
268,113,26
269,830,461
270,497,3765
271,442,3432
272,564,3484
273,268,1995
274,510,491
275,807,1073
276,386,3174
277,387,216
278,113,1724
279,613,1593
280,625,2607
281,952,159
282,81,4782
283,699,3314
284,113,2842
285,2,1777
286,642,2053
287,220,2296
288,566,1697
289,855,2994
290,997,2470
291,736,1947
292,225,3810
293,385,2784
294,403,3645
295,638,2501
296,130,3646
297,53,2646
298,684,2350
299,730,1933
300,672,3295
301,710,1758
302,416,1117
303,247,2568
304,836,3500
305,439,493
306,203,3307
307,184,620
308,123,3233
309,401,3824
310,767,2381
311,294,1547
312,280,4959
313,837,3564
314,884,1606
315,610,3753
316,198,4676
317,982,1891
318,907,1276
319,511,2744
320,752,2494
321,144,357
322,609,870
323,201,886
324,124,2002
325,187,1284
326,326,620
327,464,883
328,349,797
329,771,3643
330,660,3426
331,764,1297
332,955,4715
333,932,245
334,403,2896
335,346,930
336,963,520
337,511,3213
338,147,2410
339,148,8
340,864,2526
341,711,3424
342,820,2020
343,489,4591
344,929,4283
345,936,3668
346,640,3672
347,551,2802
348,338,86
349,872,3116
350,641,4233
351,779,2469
352,988,3620
353,953,1637
354,473,3584
355,946,4010
356,151,3327
357,415,2219
358,990,2218
359,298,4968
360,611,2370
361,263,3639
362,764,2504
363,144,944
364,346,2838
365,624,2661
366,572,2937
367,881,4445
368,2,3948
369,897,1677
370,304,1197
371,254,4106
372,652,2788
373,453,1462
374,37,3319
375,160,667
376,9,2177
377,233,3744
378,99,601
379,659,2653
380,816,4423
381,208,3825
382,131,3907
383,404,980
384,152,2452
385,54,629
386,120,1630
387,673,3697
388,920,3431
389,628,3675
390,587,3930
391,625,2766
392,968,4370
393,420,4781
394,422,116
395,104,4957
396,852,2004
397,254,693
398,227,3163
399,112,1106
400,510,3009
401,473,2162
402,99,154
403,153,3700
404,861,4411
405,914,3787
406,896,1065
407,878,4201
408,338,1914
409,706,1217
410,822,2402
411,163,1773
412,720,1961
413,957,2781
414,681,4805
415,996,4747
416,161,2872
417,580,661
418,801,2636
419,398,2330
420,277,3955
421,816,2451
422,916,1133
423,504,700
424,896,2039
425,392,4648
426,135,4501
427,195,4558
428,401,2180
429,640,2839
430,33,874
431,688,84
432,460,1423
433,955,2676
434,883,3181
435,470,4317
436,375,3976
437,22,1392
438,750,3219
439,670,4208
440,38,615
441,230,2972
442,365,3566
443,563,3577
444,438,4571
445,776,271
446,283,4067
447,27,2469
448,226,1391
449,277,3355
450,798,4136
451,609,3608
452,284,2584
453,879,4074
454,960,3076
455,481,3907
456,453,290
457,829,2481
458,816,3253
459,659,279
460,516,2925
461,547,581
462,192,4959
463,49,254
464,512,4277
465,17,4777
466,172,825
467,220,3833
468,158,700
469,477,1381
470,46,3897
471,373,1674
472,518,2728
473,99,3157
474,892,3389
475,745,4308
476,37,384
477,280,342
478,349,1988
479,497,4060
480,302,4940
481,181,3110
482,607,4083
483,99,4516
484,700,2799
485,993,3241
486,116,1989
487,191,3415
488,253,1850
489,981,306
490,928,3614
491,983,2750
492,161,4965
493,256,1136
494,323,206
495,128,4592
496,18,3451
497,793,3812
498,735,3623
499,566,3600
500,570,2552
501,323,4309
502,872,310
503,686,2709
504,792,1992
505,626,272
506,288,3643
507,943,4087
508,854,1823
509,663,3274
510,962,4539
511,639,4350
512,155,521
513,490,977
514,386,3723
515,986,3552
516,785,4106
517,104,2774
518,929,2553
519,393,2833
520,811,3908
521,246,153
522,176,2965
523,39,2917
524,477,2801
525,682,1753
526,759,2611
527,538,3876
528,867,1105
529,818,2537
530,921,4991
531,408,4200
532,525,3855
533,828,3495
534,506,1915
535,903,3073
536,825,1007
537,36,407
538,685,167
539,20,509
540,321,1662
541,776,3665
542,512,3490
543,400,4859
544,654,681
545,972,2525
546,883,2121
547,471,4678
548,143,4358
549,92,1364
550,354,1332
551,834,2293
552,800,1539
553,727,3409
554,959,561
555,854,1100
556,51,1904
557,665,175
558,698,2157
559,575,2231
560,190,4288
561,125,4161
562,150,3921
563,314,1498
564,570,3855
565,342,3172
566,305,1568
567,692,1152
568,682,369
569,838,4947
570,783,43
571,54,1908
572,444,3491
573,613,2536
574,993,4174
575,264,2874
576,53,1825
577,572,1294
578,620,4770
579,5,4797
580,103,4855
581,196,3387
582,774,2973
583,877,3923
584,992,4998
585,884,993
586,350,2387
587,47,2241
588,867,1477
589,823,3408
590,936,390
591,820,1000
592,656,4621
593,269,1856
594,370,659
595,636,2764
596,106,3664
597,670,4987
598,659,1482
599,657,3732
600,120,452
601,831,2476
602,787,3223
603,604,1538
604,58,3094
605,951,883
606,346,4409
607,741,4069
608,474,4936
609,117,2567
610,830,3278
611,791,375
612,127,4547
613,393,3698
614,908,3063
615,641,4691
616,58,3251
617,634,4596
618,513,4560
619,751,113
620,802,3198
621,96,2379
622,638,1925
623,118,140
624,560,1425
625,601,2950
626,488,3169
627,237,517
628,885,2617
629,897,888
630,272,3105
631,189,50
632,999,3952
633,704,3561
634,447,19
635,581,4822
636,790,1474
637,861,4062
638,247,2607
639,963,452
640,76,3766
641,154,2439
642,656,4311
643,435,1550
644,997,3475
645,86,128
646,697,4856
647,285,2762
648,974,4457
649,220,4665
650,69,1416
651,47,202
652,94,2370
653,750,518
654,958,1342
655,453,4777
656,204,1989
657,912,3546
658,218,4521
659,474,3803
660,432,3276
661,341,3655
662,551,2435
663,612,4874
664,289,208
665,254,2634
666,734,4118
667,357,154
668,23,3367
669,762,4315
670,522,4765
671,758,1519
672,837,2601
673,100,2196
674,802,4499
675,180,4692
676,223,3555
677,906,2415
678,762,2850
679,659,1743
680,442,1307
681,608,3850
682,769,4169
683,325,4577
684,516,4656
685,16,4841
686,792,4196
687,336,2556
688,759,2306
689,258,4509
690,497,1089
691,988,2643
692,896,1178
693,160,4917
694,475,4758
695,852,2995
696,664,560
697,908,2965
698,690,1272
699,675,1814
700,380,2916
701,545,610
702,929,2462
703,957,4121
704,691,284
705,427,2929
706,613,4397
707,268,1092
708,835,817
709,577,83
710,417,1921
711,168,3492
712,842,3145
713,43,2094
714,556,4714
715,285,176
716,397,2705
717,12,4938
718,607,370
719,302,1819
720,898,2102
721,253,4786
722,499,3491
723,754,1780
724,35,1365
725,727,4463
726,849,3343
727,90,4740
728,776,3677
729,605,2427
730,922,73
731,970,2963
732,602,860
733,418,3857
734,115,4139
735,617,2425
736,903,1065
737,196,2218
738,826,4018
739,501,2260
740,626,3752
741,493,2087
742,75,369
743,413,2805
744,376,151
745,420,1135
746,729,2785
747,277,4165
748,761,2347
749,676,4898
750,394,2251
751,869,61
752,457,3011
753,920,3902
754,192,1338
755,739,1185
756,689,4427
757,99,1552
758,548,4434
759,978,1630
760,999,1328
761,96,1527
762,664,1674
763,663,1362
764,190,1574
765,736,2687
766,37,4371
767,780,2367
768,369,3758
769,695,2435
770,525,1994
771,279,870
772,217,1015
773,867,1912
774,873,603
775,798,3822
776,273,691
777,881,494
778,62,490
779,596,2557
780,880,4486
