Item_ID,Weight,Value
1,103,3273
2,436,1148
3,861,4283
4,271,3398
5,107,2512
6,72,1795
7,701,660
8,21,2812
9,615,1370
10,122,1987
11,467,147
12,215,3220
13,331,2912
14,459,1735
15,88,1844
16,373,489
17,100,2977
18,872,1960
19,664,2386
20,131,2920
21,662,4737
22,309,1803
23,770,4062
24,344,3370
25,492,263
26,414,624
27,806,1017
28,386,3644
29,192,4977
30,956,2050
31,277,3724
32,161,4549
33,460,3109
34,314,4091
35,22,2057
36,253,3171
37,748,1683
38,857,2256
39,561,1155
40,475,4500
41,59,3192
42,511,1697
43,682,3992
44,476,4724
45,700,4683
46,976,1649
47,783,1446
48,190,4200
49,958,3924
50,687,254
51,958,3184
52,563,2558
53,876,99
54,567,2201
55,244,2962
56,832,4974
57,505,4434
58,131,3778
59,485,2870
60,819,3235
61,647,3792
62,21,957
63,841,4068
64,167,161
65,274,4494
66,388,1301
67,601,4912
68,316,3988
69,14,1528
70,242,1219
71,777,4497
72,346,4736
73,565,3105
74,898,2736
75,340,4556
76,92,955
77,367,4566
78,956,3447
79,455,1046
80,428,1694
81,509,3437
82,776,563
83,943,2486
84,35,3355
85,206,226
86,81,4894
87,932,960
88,562,4549
89,872,3068
90,388,816
91,2,4755
92,390,4643
93,566,3121
94,106,17
95,772,1244
96,822,2206
97,477,2525
98,703,1070
99,402,3445
100,730,2566
101,556,1061
102,162,2328
103,202,3421
104,958,302
105,996,4277
106,270,607
107,863,3171
108,816,700
109,271,1140
110,456,191
111,462,2301
112,727,981
113,252,2976
114,702,1185
115,296,3328
116,725,3395
117,720,128
118,749,2066
119,338,1817
120,879,570
121,53,1896
122,792,2734
123,922,3864
124,217,4722
125,764,4015
126,188,2902
127,380,1687
128,493,3010
129,41,155
130,157,2538
131,15,1410
132,813,4058
133,65,785
134,857,3176
135,839,4342
136,521,2807
137,344,538
138,129,1842
139,648,2456
140,472,525
141,63,2951
142,139,4132
143,499,4781
144,593,4116
145,392,2369
146,675,3848
147,419,4496
148,289,2702
149,379,972
150,773,1167
151,490,4930
152,231,2775
153,41,1983
154,28,854
155,135,4147
156,201,3737
157,840,3770
158,780,575
159,930,3262
160,33,1149
161,48,1716
162,503,4778
163,407,4934
164,574,3855
165,728,2492
166,805,2661
167,99,3125
168,684,3052
169,872,5
170,726,4870
171,987,877
172,547,992
173,961,4143
174,739,4365
175,613,4466
176,943,636
177,462,1694
178,643,1683
179,769,4753
180,5,120
181,218,831
182,503,3676
183,767,1370
184,398,741
185,871,117
186,795,2839
187,393,1151
188,207,1932
189,15,1013
190,858,1665
191,554,1082
192,892,4730
193,461,513
194,691,2850
195,575,560
196,864,3673
197,743,4584
198,241,4993
199,564,3344
200,96,4071
201,900,4800
202,734,1471
203,485,581
204,407,2295
205,231,3148
206,749,4250
207,655,1680
208,171,3507
209,541,2745
210,36,3357
211,525,4046
212,160,1244
213,839,3119
214,699,2142
215,243,3060
216,86,4549
217,796,2960
218,578,2266
219,682,2480
220,557,4647
221,574,1636
222,953,1758
223,646,4453
224,796,2071
225,28,2850
226,620,3252
227,556,3731
228,340,2490
229,798,1632
230,958,2817
231,331,1016
232,640,1349
233,506,4612
234,348,3088
235,473,2840
236,231,336
237,190,4593
238,225,896
239,385,3547
240,377,852
241,283,1688
242,958,1932
243,633,3747
244,628,2428
245,973,1569
246,745,4001
247,259,2739
248,359,3499
249,710,3914
250,456,1067
251,411,4381
252,649,2445
253,318,4108
254,677,3374
255,225,3970
256,819,2547
257,234,754
258,684,2083
259,664,2775
260,975,2897
261,827,4186
262,374,776
263,672,1626
264,608,3070
265,472,418
266,233,115
267,692,617
268,113,3975
269,830,3268
270,497,826
271,442,1517
272,564,3147
273,268,413
274,510,729
275,807,3349
276,386,2809
277,387,676
278,113,3466
279,613,2505
280,625,2968
281,952,2787
282,81,1123
283,699,4080
284,113,1572
285,2,2144
286,642,1688
287,220,4133
288,566,3852
289,855,3441
290,997,3767
291,736,2327
292,225,2915
293,385,4969
294,403,3953
295,638,596
296,130,729
297,53,1366
298,684,4493
299,730,699
300,672,396
301,710,4172
302,416,4361
303,247,2503
304,836,1820
305,439,718
306,203,2783
307,184,4947
308,123,3578
309,401,144
310,767,4981
311,294,3141
312,280,4492
313,837,2939
314,884,3637
315,610,3223
316,198,1168
317,982,2617
318,907,1063
319,511,2157
320,752,2983
321,144,3295
322,609,4730
